period,section,category,sub_category_1,sub_category_2,metric,value
2020-H1,Account / Content Violations,Country,South Sudan,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Regulated Goods,content_reports,2
2020-H1,Account / Content Violations,Country,South Sudan,Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Sexually Explicit Content,content_reports,5
2020-H1,Account / Content Violations,Country,South Sudan,Sexually Explicit Content,content_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Sexually Explicit Content,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Spam,content_reports,2
2020-H1,Account / Content Violations,Country,South Sudan,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,South Sudan,Threatening / Violence / Harm,content_reports,1
2020-H1,Account / Content Violations,Country,South Sudan,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Spain,Harassment and Bullying,content_reports,993
2020-H1,Account / Content Violations,Country,Spain,Harassment and Bullying,content_enforced,158
2020-H1,Account / Content Violations,Country,Spain,Harassment and Bullying,unique_accounts_enforced,134
2020-H1,Account / Content Violations,Country,Spain,Hate Speech,content_reports,248
2020-H1,Account / Content Violations,Country,Spain,Hate Speech,content_enforced,25
2020-H1,Account / Content Violations,Country,Spain,Hate Speech,unique_accounts_enforced,21
2020-H1,Account / Content Violations,Country,Spain,Impersonation,content_reports,2686
2020-H1,Account / Content Violations,Country,Spain,Impersonation,content_enforced,47
2020-H1,Account / Content Violations,Country,Spain,Impersonation,unique_accounts_enforced,46
2020-H1,Account / Content Violations,Country,Spain,Regulated Goods,content_reports,460
2020-H1,Account / Content Violations,Country,Spain,Regulated Goods,content_enforced,168
2020-H1,Account / Content Violations,Country,Spain,Regulated Goods,unique_accounts_enforced,92
2020-H1,Account / Content Violations,Country,Spain,Sexually Explicit Content,content_reports,17740
2020-H1,Account / Content Violations,Country,Spain,Sexually Explicit Content,content_enforced,7520
2020-H1,Account / Content Violations,Country,Spain,Sexually Explicit Content,unique_accounts_enforced,2827
2020-H1,Account / Content Violations,Country,Spain,Spam,content_reports,828
2020-H1,Account / Content Violations,Country,Spain,Spam,content_enforced,257
2020-H1,Account / Content Violations,Country,Spain,Spam,unique_accounts_enforced,132
2020-H1,Account / Content Violations,Country,Spain,Threatening / Violence / Harm,content_reports,1179
2020-H1,Account / Content Violations,Country,Spain,Threatening / Violence / Harm,content_enforced,172
2020-H1,Account / Content Violations,Country,Spain,Threatening / Violence / Harm,unique_accounts_enforced,130
2020-H1,Account / Content Violations,Country,Sri Lanka,Harassment and Bullying,content_reports,74
2020-H1,Account / Content Violations,Country,Sri Lanka,Harassment and Bullying,content_enforced,19
2020-H1,Account / Content Violations,Country,Sri Lanka,Harassment and Bullying,unique_accounts_enforced,12
2020-H1,Account / Content Violations,Country,Sri Lanka,Hate Speech,content_reports,7
2020-H1,Account / Content Violations,Country,Sri Lanka,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Sri Lanka,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Sri Lanka,Impersonation,content_reports,373
2020-H1,Account / Content Violations,Country,Sri Lanka,Impersonation,content_enforced,2
2020-H1,Account / Content Violations,Country,Sri Lanka,Impersonation,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Sri Lanka,Regulated Goods,content_reports,13
2020-H1,Account / Content Violations,Country,Sri Lanka,Regulated Goods,content_enforced,3
2020-H1,Account / Content Violations,Country,Sri Lanka,Regulated Goods,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Sri Lanka,Sexually Explicit Content,content_reports,858
2020-H1,Account / Content Violations,Country,Sri Lanka,Sexually Explicit Content,content_enforced,398
2020-H1,Account / Content Violations,Country,Sri Lanka,Sexually Explicit Content,unique_accounts_enforced,206
2020-H1,Account / Content Violations,Country,Sri Lanka,Spam,content_reports,55
2020-H1,Account / Content Violations,Country,Sri Lanka,Spam,content_enforced,9
2020-H1,Account / Content Violations,Country,Sri Lanka,Spam,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,Sri Lanka,Threatening / Violence / Harm,content_reports,78
2020-H1,Account / Content Violations,Country,Sri Lanka,Threatening / Violence / Harm,content_enforced,9
2020-H1,Account / Content Violations,Country,Sri Lanka,Threatening / Violence / Harm,unique_accounts_enforced,8
2020-H1,Account / Content Violations,Country,St. Helena,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,St. Helena,Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,St. Helena,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Helena,Sexually Explicit Content,content_reports,1
2020-H1,Account / Content Violations,Country,St. Helena,Sexually Explicit Content,content_enforced,0
2020-H1,Account / Content Violations,Country,St. Helena,Sexually Explicit Content,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Helena,Threatening / Violence / Harm,content_reports,1
2020-H1,Account / Content Violations,Country,St. Helena,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,St. Helena,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Harassment and Bullying,content_reports,5
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Hate Speech,content_reports,1
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Impersonation,content_reports,15
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Regulated Goods,content_enforced,1
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Sexually Explicit Content,content_reports,94
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Sexually Explicit Content,content_enforced,42
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Sexually Explicit Content,unique_accounts_enforced,18
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Threatening / Violence / Harm,content_reports,5
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,St. Kitts and Nevis,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Lucia,Harassment and Bullying,content_reports,30
2020-H1,Account / Content Violations,Country,St. Lucia,Harassment and Bullying,content_enforced,8
2020-H1,Account / Content Violations,Country,St. Lucia,Harassment and Bullying,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,St. Lucia,Hate Speech,content_reports,6
2020-H1,Account / Content Violations,Country,St. Lucia,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Lucia,Impersonation,content_reports,42
2020-H1,Account / Content Violations,Country,St. Lucia,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,St. Lucia,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Lucia,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,St. Lucia,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Lucia,Sexually Explicit Content,content_reports,136
2020-H1,Account / Content Violations,Country,St. Lucia,Sexually Explicit Content,content_enforced,46
2020-H1,Account / Content Violations,Country,St. Lucia,Sexually Explicit Content,unique_accounts_enforced,30
2020-H1,Account / Content Violations,Country,St. Lucia,Spam,content_reports,10
2020-H1,Account / Content Violations,Country,St. Lucia,Spam,content_enforced,2
2020-H1,Account / Content Violations,Country,St. Lucia,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,St. Lucia,Threatening / Violence / Harm,content_reports,20
2020-H1,Account / Content Violations,Country,St. Lucia,Threatening / Violence / Harm,content_enforced,4
2020-H1,Account / Content Violations,Country,St. Lucia,Threatening / Violence / Harm,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Harassment and Bullying,content_reports,7
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Impersonation,content_reports,17
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Sexually Explicit Content,content_reports,19
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Sexually Explicit Content,content_enforced,7
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Sexually Explicit Content,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Spam,content_reports,5
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Threatening / Violence / Harm,content_reports,4
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,St. Pierre and Miquelon,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Harassment and Bullying,content_reports,5
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Hate Speech,content_reports,2
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Impersonation,content_reports,11
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Regulated Goods,content_reports,11
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Regulated Goods,content_enforced,8
2020-H1,Account / Content Violations,Country,St. Vincent and the Grenadines,Regulated Goods,unique_accounts_enforced,2
